id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier,pos_ecr,sd_ecr,risk
0511,Denver,Broncos,DEN,DST,NA,48,DST,weighted,6.711056537897313,9,0.03464830795399809,1.6135410481888068,4.4,7.945276162790697,8,NA,NA,7.581432550695484
0512,Kansas City,Chiefs,KCC,DST,NA,48,DST,average,6.2005,20,0.015499999999999403,1.4817371561785175,4.72,7.92,11,NA,NA,6.956561660359912
0512,Kansas City,Chiefs,KCC,DST,NA,48,DST,robust,5.7875,28,0.18124999999999947,1.0155809999999994,4.72,7.92,11,NA,NA,4.746555507249204
0512,Kansas City,Chiefs,KCC,DST,NA,48,DST,weighted,6.202263424081271,19,0.022311348055332303,1.6948503461548634,4.6,7.771341569767442,11,NA,NA,7.9669129233740374
0513,Oakland,Raiders,OAK,DST,NA,48,DST,average,5.987,24,0.03624999999999989,1.220114748701941,4.504,7.300000000000001,13,NA,NA,5.716232378741566
0513,Oakland,Raiders,OAK,DST,NA,48,DST,robust,5.835,27,0.1200000000000001,1.0378199999999989,4.504,7.300000000000001,13,NA,NA,4.851988689215391
0513,Oakland,Raiders,OAK,DST,NA,48,DST,weighted,5.9177748147850515,25,0.06290125604203389,1.369746547188361,4.3,7.151686046511628,13,NA,NA,6.425623836889274
0514,Los Angeles,Chargers,LAC,DST,NA,48,DST,average,7.509,3,0.01625000000000032,0.9668919277768325,5.928,7.96,2,NA,NA,4.515724812907278
0514,Los Angeles,Chargers,LAC,DST,NA,48,DST,robust,7.54,3,0.24249999999999972,0.5337360000000004,5.928,7.96,2,NA,NA,2.462169897981775
0514,Los Angeles,Chargers,LAC,DST,NA,48,DST,weighted,7.451864264366027,4,0.09286062280983387,1.0534088863667765,5.6000000000000005,7.93691,2,NA,NA,4.92589425569584
0515,Seattle,Seahawks,SEA,DST,NA,48,DST,average,6.3905,18,0.16325000000000056,1.112564604865713,4.63,7.0120000000000005,10,NA,NA,5.206346417791215
0515,Seattle,Seahawks,SEA,DST,NA,48,DST,robust,6.3775,18,0.08375000000000021,0.674583,4.63,7.0120000000000005,10,NA,NA,3.1299133837676383
0515,Seattle,Seahawks,SEA,DST,NA,48,DST,weighted,6.175644425258332,21,0.06432865175886882,1.1512923075103594,4.4,6.947280523255814,10,NA,NA,5.38995111764577
